timestamp,text
2107.92,them take away your freedom they want to
2110.2,silence me because I will never let them
2112.599,silence you and in the end they're not
2115.28,after me they're after you I just happen
2117.599,to be very proudly standing in their way
2120.839,I am in their way and I always will be
2122.839,in their
2123.47,
2125.48,way from the very first day that we take
2128.359,back the White House from crooked Joe
2130.28,Biden and his thugs I believe we're
2132.56,going to have four of the greatest years
2134.48,in the history of our country it's going
2135.839,to happen
2137.68,fast within moments of taking the oath
2140.44,of office I will seal the Border Stop
2142.68,The Invasion and send Joe Biden's
2144.64,illegal aliens back home where they
2146.96,belong they belong back home
2151.43,
2158.48,US
2160.0,USA
2161.52,USA USA don't give me any of that USA go
2165.76,out and vote that's all I ask don't
2169.0,say USA USA we love Trump USA and then
2174.16,November 5th comes along or any of the
2176.359,previous days you know the early voting
2178.72,but and then you say darling I just
2180.76,don't I'm just a little tired I think
2182.44,I'll skip the vote you can't do that you
2185.2,got to vote no USA right now you just go
2187.8,out and vote then we'll go USA because
2190.52,then we're going to make our country
2191.839,great
2195.04,again Biden is releasing criminals to
2198.72,pray in our people that's what's
2200.319,happening thank you got to get out and
2203.319,vote right see this beautiful group of
2206.92,people they'll be
2209.119,in they'll be in Monte Carlo and
2211.64,November 5th I don't think
2213.68,so we all know the names of too many
2216.44,innocent victims Biden migrant crime
2218.839,it's a new category of crime it's called
2220.599,Biden migrant crime remember this these
2224.04,migrants are tough they're tough they
2227.359,come from prisons and and many other
2229.76,places rough places they're just getting
2232.319,used to our country they're just
2233.56,settling in every day I read where
2236.079,somebody was killed beautiful young
2238.16,women mostly young women are being
2241.079,killed by migrants you know they thought
2243.64,it was like this wonderful dream I could
2245.24,just see they oh the migrants are coming
2247.119,in
2248.16,these people are tough I they're so
2250.64,tough Dana White did anyone ever hear of
2253.079,Dana White he's a legend right UFC
2256.56,Ultimate Fighter Ultimate Fighting and
2259.2,he has he's a fantastic man I said Dana
2261.56,I have an idea why don't you set up a
2263.92,migrant
2265.2,League of
2267.04,Fighters and have your regular League of
2269.64,Fighters and then you have the champion
2271.839,of your league these are the greatest
2273.319,fighters in the world fight the champion
2275.119,of the migrants I think the migrant guy
2277.56,might win that's how tough they
2279.52,are he didn't like that idea too much
2282.0,but actually not the worst idea I've
2284.4,ever
2286.319,had no it's uh these are tough people
2289.44,these people are tough and they're nasty
2291.8,mean it's a it's incredible that they
2295.359,come totally unchecked but we all know
2298.04,the names of too many innocent victims
2300.0,of the Biden migrant crime Lake and
2302.48,Riley and you know uh Biden was unable
2306.44,to pronounce her name called called her
2310.04,Lincoln
2311.2,Riley and this was right after how
2313.52,terrible is that though Rachel Moren who
2317.16,I just spoke to the mother is so great I
2319.8,also met the parents of of uh I met the
2324.119,parents of many of the people that died
2326.52,met the parents of the soldiers that
2328.04,died so horribly in
2331.48,Afghanistan but
2335.48,uh I met lakens lak's parents and these
2339.72,are just incredible people their lives I
2341.64,don't know what they're going to do
2342.56,their lives have been
2344.4,shattered nothing worse than that it's
2347.839,so uh it's so out of order it's so out
2350.839,of order just the the
2353.72,devastation I spoke
2355.88,yesterday with
2358.04,Patricia and uh it's just just to uh
2362.319,hear her talk it's just I don't know I
2364.119,don't know if you recover from it they
2365.52,say time time time uh it should never
2368.2,happen would have never happened with us
2369.76,we had a strong border we had the
2371.119,strongest Border in history and just
2372.599,this week 12-year-old josin nurri found
2377.88,strangled to death and dumped in a Creek
2380.44,in Houston allegedly murdered by two
2383.599,recent illegal border crossers from
2386.24,Venezuela viciously murdered these
2389.079,monsters should never have been in our
2390.92,country and if I were president they
2393.359,would not have been in our country we
2394.88,had a strong border we had strong
2396.599,protection
2398.04,and we had very strong protection you
2399.92,know in Venezuela we just mentioned
2402.4,these monsters from Venezuela in
2404.16,Venezuela their crime is down 72% can
2406.839,you believe it so I'm going to talk to
2409.56,Ralph Reed and next year we're going to
2412.16,hold faith and freedom in Venezuela
2414.24,where we can be
2415.8,safe Ralph can we do that Ralph yes
2419.079,Ralph said yes no no think of it they're
2422.96,sending all their Killers their
2424.359,murderers their prisoners they're
2425.72,sending drug dealers
2428.16,gang Lords gangs they're sending them to
2432.0,the United States we're like a Dumping
2433.72,Ground and that's the whole world not
2435.599,just
2437.119,Venezuela and you take a look at prison
2439.48,population all over the world it's way
2441.28,down everyone says I wonder why it's not
2444.52,because they're behaving because they're
2446.56,sending them into our country and again
2449.599,they're just getting comfortable now
2451.16,they're going to start hitting us very
2453.28,hard these people are bad and that this
2456.76,can be to happen we have an incompetent
2459.28,President we have a president who's got
2461.2,a very low IQ he and that was in good
2464.24,times that was 25 years
2466.52,ago
2468.48,today today he doesn't even register
2471.0,it's
2471.92,ridiculous when they say he gets I have
2474.0,a friend he's a Democrat but he's not
2475.76,he's a Democrat can't help it that's the
2478.4,way he grew up but he said to me I I
2481.599,don't understand it you got a poll
2484.319,saying you're up 10 points how could you
2487.359,only be up 10 points I say that too how
2490.24,who the hell is going to vote for this
2492.78,
2494.52,guy on day one I will begin the largest
2497.44,deportation operation in American
2503.56,history Biden's border invasion is also
2506.76,a grave threat to and as I said Medicare
2510.599,and Social Security is under it's under
2513.319,watch Biden wants to dump millions of
2515.599,illegal aliens into and onto Medicare
2518.599,and put them into Social Security and
2520.839,even Obamacare and suck these programs
2523.839,dry that's what they're going to do and
2525.16,you're going to have a problem and
2526.28,you're going to all of a sudden they're
2527.24,going to say we're going to cut it in
2528.359,half I'm not touching them I'm leaving
2530.44,them where they are you are going to see
2532.28,Social Security if he gets elected he's
2534.2,going down the tubes I can't even
2536.64,imagine him being El can you imagine
2538.56,four more years these are the
2540.8,worst these are the worst four years as
2543.599,president and I will fight for American
2545.72,seniors not the Biden illegals I will
2548.4,fight for American workers not the human
2550.72,traffickers I will fight for American
2552.599,dreamers not the child
2556.04,Smugglers and I will restore The
2558.24,Sovereign borders of the United States
2560.079,of America so help me
2571.359,God you know they don't want you to say
2573.599,so help me God you know that it's under
2575.4,sieg right so help me God have you said
2577.319,so help me we don't want you to say that
2579.64,how about in God we
2582.599,trust they want it taken
2585.96,down how about George Washington High
2588.52,School we want the name removed from
2590.64,that high school they don't know why
2592.64,they you know they thought he had slaves
2594.559,actually I think he probably didn't you
2596.16,know but anybody anybody that was uh I
2599.52,mean it's just like incredible changing
2601.8,the name of we won World Wars from those
2604.24,forts Fort Brag for I mean so many of
2608.16,the forts we won World Wars we dominated
2611.28,we saved the world with from those Forts
2614.24,and now they decide to take the names
2616.839,off and where do you see ultimately what
2619.0,happens with those names they did I call
2620.8,it a transition like
2625.28,transitioning they have a transition
2627.28,name before they name
2629.16,it the Reverend Al Sharpton
2632.24,fort fort fort ra Fort Al Sharpton
2639.119,now you can just you can just imagine
2641.599,you can just imagine but this is a
2643.68,transition they've done a couple of
2645.2,transitions these people are they don't
2647.44,they're sick they're sick as president I
2650.319,will not cut one penny from Social
2652.599,Security or
2655.0,Medicare I kept that promise for four
2657.559,straight years and I will keep it again
2659.44,by contrast Joe Biden has cut Medicare
2662.72,Advantage payments you don't even know
2664.8,this for two straight years a total
2667.8,betrayal of seniors senior citizens he's
2670.4,cut your advantage payments for two
2672.839,years and nobody knows it and the
2676.96,seniors have to get on board because
2679.2,I'll tell you what they're being treated
2681.319,badly the military is being treated
2683.839,badly our vets are being treated the
2686.52,worst of all how about our vets they're
2688.48,laying in streets you know I had the
2690.88,highest approval rating for a president
2693.559,ever with the Veterans Administration
2696.16,now it's one of the low lest what I did
2698.839,was incredible like no long Waits if you
2701.24,have to wait a long time you go get a
2702.599,private doctor we pay for it people were
2704.76,waiting 3 four months to get people were
2707.119,becoming terminally ill waiting also
2709.8,firing civil service and other workers
2712.52,that were sadists and Crooks but they
2714.8,were sadus they were beating up our
2716.559,soldiers in their not prime time in
2719.48,prime time they wouldn't be able to do
2720.76,it they get their ass handed to them
2722.559,right but they were not doing it in
2725.119,think of it they were not uh uh they
2727.64,were not treating our soldiers right and
2730.28,I got it and you couldn't fire them
2732.96,because under civil service was you
2734.559,cannot fire
2736.319,anybody they had one in Arizona they
2738.76,"caught him stealing $400,000 they caught"
2740.8,him called he admitted everything they
2742.319,couldn't fire him they could do
2743.88,everything but they couldn't fire him
2745.44,stole
2746.319,"$400,000 but they were beating up or so"
2748.68,they were sadists and I got the right to
2751.2,fire through Congress it had to go
2752.76,through Congress both of them had to go
2754.839,through Congress Joyce Choice had to go
2758.119,through Congress so we got them Choice
2760.92,all right we and I'll tell you the
2762.8,number of people that were saved I got
2764.2,the highest rating ever 92% think of
2767.64,this so now it's down to 40% they ended
2772.04,all of this stuff why would they end it
2774.8,they hate our country and they hate our
2777.28,military they hate our veterans they
2779.16,hate our soldiers Biden and they made up
2782.28,a story about me with suckers and losers
2785.8,they made up the story about me looking
2788.359,down at graves saying sucker they make
2791.72,it up suckers and losers who would
2794.64,surrounded by military people there's
2796.72,nobody that's stupid enough to make that
2798.52,statement think of it and I was
2800.52,President I would have said that would
2802.079,have been uh Justified for somebody to
2804.96,start taking swings at me as president
2808.079,but they made it up it's a phrase that
2809.88,was totally made up by a third rate
2812.2,magazine that's going out of business
2813.8,losing a fortune I think it was the
2815.68,Atlantic a magazine that nobody reads
2819.119,they got lucky they got some sucker to
2820.88,fund it for a little while some stupid
2823.4,sucker her husband's looking down her
2825.8,former husband is looking down he's
2827.559,saying you dumb I should have
2831.599,never she took his money and she said
2834.319,the Atlantic magazine let's let's waste
2836.4,millions of dollars but no they made it
2838.76,up and you know you say it's not true
2841.72,but does 10% 5% of military people
2844.96,believe it this is what we have to live
2846.4,with it's horrible who would say it just
2848.96,think of it who would say that about
2851.52,even if you hated the military you
2852.88,wouldn't say it and you wouldn't
2854.4,certainly say it to military people so
2857.359,just just just from a common standpoint
2860.0,but that thing's haunted me for three
2861.64,years for three years I'll never forget
2864.48,I walk out of a big rally everything was
2866.72,great it was unbelievable and some of
2869.079,the fake news over there one of them so
2871.559,sir did you call the the dead the dead
2874.8,military suckers and
2877.88,before I even responded I said here we
2879.88,go cuz who would do such a thing and I'm
2882.64,the exact I rebuilt our military I was
2884.96,better than any president ever to our
2890.88,amican they'll say anything just like
2893.52,they try and now
2895.079,say with Biden with cheap fakes or
2897.96,whatever they call just what they they
2899.72,made up a name they're saying he was
2902.0,perfect all these things when he sat
2903.72,down because of he had obviously a
2905.72,problem in Normandy do you think do you
2909.04,think that mcon was impressed macron's
2911.16,An Elegant guy smart he's at the top of
2913.28,his game I don't think he was too
2915.4,impressed but just like the other day as
2917.839,I said with Obama or any one of the
2920.119,other times oh it was fake reporting by
2924.4,the conservative media it wasn't fake
2926.16,reporting it was it was just there it
2929.28,was just there but they made up a
2931.4,suckers and losers statement so terrible
2935.359,and my stupid people
2937.24,when I wanted to refute it they said sir
2940.319,don't dignify it with a
2944.2,refle refal or
2946.64,refle what the hell word would that be
2949.0,refal what you say he didn't know refal
2951.28,or refal but they don't know
2955.16,either sir it should not be dignified
2959.359,sir I said well I got to fight that
2962.119,that's a the worst thing you could
2963.559,probably say to me would be that he said
2965.92,sir it's going nowhere 3 years later it
2968.44,still simmers and you know what anybody
2970.88,in the mil oh now I fight I talk about
2972.64,it all the time because it doesn't make
2974.319,sense nobody could say a thing like you
2976.079,can't even if you hated the military you
2979.16,couldn't say that because it would be it
2981.2,would actually be dangerous it would be
2983.92,it would be so bad nobody would say that
2986.839,uh and uh so now I speak about it all
2989.359,the time because these people are liars
2991.0,they make it up it's now on top of that
2993.72,you have ai on top of that you now have
2996.119,ai
2997.2,to go along with that so it's a it's
2999.28,sort of a dangerous world out there on
3001.2,day one we will throw out bomic and
3003.359,replace it with
3005.359,Magics
3007.24,quickly under Biden the economy is in
3009.96,Ruins inflation has costed the typical
3012.359,family
3013.4,"$288,000 think of that the inflation is"
3016.319,killing people they make the same amount
3018.319,of money or even if they made more it
3019.88,doesn't matter inflation is destroying
3022.4,them they can't buy anything anymore I
3025.079,will end I always say you know I I sort
3027.359,of have this little thing I shouldn't
3029.76,show it maybe I should save it for the
3031.839,debate okay look I'll save it I'm going
3035.76,to do this because this is private
3037.28,there's only about 400 press back
3041.0,there look inflation this is what it
3043.52,does to you this is Tic Tac
3048.48,now this is Tic
3053.04,Tac see
3057.76,it used to be
3062.799,that that's what
3068.4,inflation that's what inflation has
3072.799,done that's what inflation has
3076.2,done glad everybody in this room has
3078.64,good
3081.28,eyes but I will end the Biden inflation
3084.04,Nightmare and we will end it very
3085.72,quickly I will stop Biden's trillions
3087.88,and trillions of dollars in wasteful
3090.0,spending and rapidly terminate the green
3092.96,news scam it's one of the greatest scams
3095.0,in history I will repeal crooked Joe and
3098.4,Sayan electric how about the electric
3100.96,vehicle mandate and we will drill baby
3104.079,drill
3108.16,the all cars are going to be electric
3111.04,they don't go
3112.48,far they cost too much and by the way
3114.88,electric cars have a great place they
3117.079,have a great place but but not a place
3119.359,for 100% maybe not a place for 10%
3122.0,whatever it is they have a place you
3123.68,can't go far and uh they're going to all
3127.16,be made in
3128.44,China they are expensive right now you
3131.44,have hundreds of thousands this is a
3133.04,great time to buy an electric car you
3134.599,know why this you know what you ever
3136.0,noticed the auto companies aren't upset
3137.76,about it they're making cars that can't
3139.96,sell they just can't sell they have
3142.16,hundreds of thousands of you know why
3144.44,because we're spending trillions of
3145.96,dollars in giving them subsidy so the a
3148.599,they auto companies don't care normally
3150.52,they'd all be bankrupt if that were the
3152.16,case they're making cars that can't
3154.119,sell now they want to make your army
3156.319,tanks all electric so that we can go
3158.16,into a community near
3160.599,you no we go into enemy territory we
3163.44,blast the hell out of them but we do it
3165.119,in an environmentally friendly way no do
3168.319,you have no it's
3173.319,crazy we make the greatest army tanks in
3176.16,the world we make him in
3178.079,Ohio we make him in lima
3181.68,lima I was the one I stopped at they
3184.0,said sir there's a plant that makes y
3185.96,the only plant we have that does it and
3188.0,I was president-elect and I was called
3189.68,by Jim Jordan who's great you know Jim
3192.04,Jordan from
3193.839,Ohio and he said could you take a look
3196.0,at it sir because I don't think he can
3197.24,replace us so anyway I went up Lima I
3200.119,went up and I said uh wow this place is
3203.44,this place is unbelievable makes Ary
3205.24,times that's all they've done for years
3206.52,years and years to make the best tanks
3207.92,of the world they were going to close it
3210.2,under uh I guess it was you know I guess
3213.72,it was Obama but they were it were
3216.119,scheduled to be closed and I looked I
3217.96,said this is a room that 20 times larger
3221.16,than this and it's unbelievable the the
3224.88,you know the ball bearings that heavy
3226.68,oil that heavy steel and you can almost
3229.68,move it with your hand it's so
3231.24,incredible how it all works and these
3233.079,guys are so profession if you close this
3235.28,you'll never be able to open open up a
3236.839,plant with this Talent or this you know
3238.599,this kind of a plant and now they want
3241.64,and I kept it open I took it off the
3243.119,list and and it's it makes more tanks
3245.28,than anybody in the world right
3247.96,now unfortunately all we do is give the
3250.559,tanks away we make them we give them
3253.0,away faster than we can make them you
3255.079,need some tanks or you we'll send them
3256.76,to you over there and they're expensive
3258.92,suckers too but we'll make we'll we'll
3261.88,provide all of our friends and many of
3263.96,our enemies with tanks because half of
3265.68,the time with and you don't know if
3267.04,their friends or enemies we give them
3268.359,whatever they want but when you look at
3270.359,it but now they want to make them
3271.799,electric and the problem is very similar
3273.88,they don't go far they're too heavy very
3276.4,heavy you know the battery in fact it's
3278.359,be it's so much bigger than a tank for
3280.76,diesel fuel or gasoline that they want
3283.48,to make a truck like a toy truck you
3285.64,know like a little toy truck with a huge
3288.359,battery on the back it's it's almost as
3290.079,big as the army tank so when it goes
3292.079,into enemy territory it's pulling this
3293.839,thing I said what happens if somebody
3295.24,blows it up well let you're
3297.44,dead now you have you don't have to hit
3299.799,the tank you just have to hit the
3301.92,battery no they want to do it think of
3304.16,it they wanted to now they'll say oh
3305.839,these stories are terrible these stories
3307.28,are you know you heard my story in the
3309.559,boat with the shark right I got killed
3312.72,on that they thought I was rambling I'm
3314.4,not rambling they want to make boats and
3317.24,they are demanding that they be all
3320.04,battery operate all electric and I was
3322.4,in South Carolina at this wonderful
3324.48,family Boatyard that big yard make a lot
3327.76,of boats you know from 17 like fishing
3330.079,boats 17 to 30 feet and I said how's
3333.799,everything going no good they want us to
3335.96,go all electric I said well would that
3338.0,work no because it's so heavy we can't
3340.079,get the boat to float the battery is so
3342.88,heavy so then I start talking about
3345.88,asking questions you know I have I had
3348.2,an uncle who was a great professor at
3350.079,MIT for many years long I think the
3352.119,longest tenure ever very smart had three
3354.76,different degrees and you know so have
3357.28,an aptitude for things you know there is
3358.839,such a thing as an aptitude I said well
3361.079,what would happen if this boat is so
3363.64,heavy and started to sink and you're on
3366.64,the top of the boat do you get
3368.88,electrocuted or not in other words the
3370.599,boat is going down and you're on the top
3373.16,will the electric currents flow through
3375.0,the water and wipe you out and let's say
3377.64,there's a shark about 10 yards over
3381.64,there would I have to immediately
3384.0,abandon or could I ride the electric d
3387.44,and said sir uh nobody's ever asked us
3390.599,that
3391.839,question but sir uh I don't know I said
3395.319,well I want to know because I guarantee
3396.839,you one thing I don't care what happens
3398.64,I'm staying with the electric I'm not
3400.28,getting over with it so I tell that
3402.28,story it's you know just fun and the
3404.839,fake news they go he told this crazy
3407.48,story with electric and it's actually
3409.559,not crazy it's sort of a smart story
3411.48,right sort of like you know it's like
3413.039,the snake it's a smart when you you
3415.16,figure what you're leaving in right
3416.72,you're bringing it in the you know the
3418.359,snake right the snake and the snake I
3421.319,tell that and they do the same thing
3423.4,what does a snake have to do with
3424.88,illegal immigration
3426.64,well I think it has a lot to do with it
3429.2,because that's exactly what you know
3430.96,what you get that's what we're getting
3433.48,we're getting problems like you wouldn't
3435.599,believe right so uh they want to go all
3439.119,electric they want to make our airplanes
3440.88,are fighter jets and electric even
3442.64,though they're 18% less efficient now
3444.68,the difference between 18% and 100% is
3447.319,the difference between being easily and
3449.68,immediately shot down or
3452.64,winning they don't care they don't care
3457.079,and I say why are they doing this
3458.319,they're flying over enemy
3460.24,territory and they don't want to affect
3462.16,the air they're blowing the out of
3464.0,the place but they don't want to think
3465.52,of it they don't want to affect the air
3467.68,they want it to be beautiful air clean
3470.16,air and water boom boom
3473.24,boom these people are stoned called old
3478.92,crazy and these idiots are running our
3481.52,government they're running our
3486.319,government you know I met with the
3488.2,truckers the other
3489.839,day I met with the truckers the other
3492.359,day big thing I'm a big Roger Pensky fan
3494.96,right I like Roger you know he's won
3496.4,Indianapolis like 19 or 20 times I'm a
3498.68,fan but he owns trucks and he was one of
3500.72,the guys there one of these people has
3502.88,"28,000 trucks think of that I said how"
3505.2,"many trucks do you have 28,000 sir I"
3507.44,"said you got to be kidding 28,000 and"
3509.799,they have big ones the 18-wheelers they
3511.68,big big trucks and they're really
3514.76,bothered oh I'm solving that problem
3516.88,probably by doing this because by
3518.319,everything I do you know when I go out
3520.2,and favor something like no tax on tips
3525.839,they haven't been able to do that
3527.92,because you know they just set
3529.119,regulations that make it impossible for
3531.16,people that get tips to even live to
3533.88,breathe but no tax on tips that's a big
3535.72,deal remember that everybody it's a big
3537.559,deal I don't think they're going to be
3538.48,able to do that you know that's I don't
3540.48,think they're going to be able to do it
3541.76,they they have been so vicious to these
3543.64,people but now they'll soften up a lot
3545.799,just by my doing but I was with Roger
3547.559,Pensky these truckers and they said the
3550.079,big problem is they uh they want us to
3552.319,go all electric on our trucks and I say
3555.359,well if you fill it up with diesel and
3558.44,the big guy at the at the meeting that
3560.72,had this big monster company I mean
3562.839,think of it 28 starts with one truck and
3564.88,"then he's got 28,000 and trucks over"
3566.88,many many decades and he said sir every
3570.079,single year I bought a truck he used
3572.96,very foul language but I won't do it
3574.599,because I promised I promis Franklin gra
3577.24,graah you know
3580.079,Franklin Franklin wrote me a letter the
3583.24,other day I watched your rally I thought
3586.28,it was great but honestly Mr President
3589.559,it would have been much better if you
3591.2,didn't use fou language and I said to
3595.48,myself he's wrong about that because
3598.079,sometimes for emphasis every once I mean
3599.92,I don't use real F but every once in a
3602.119,while I'll use a little word here there
3604.24,and not a particularly bad
3607.359,one but but I said to myself you know
3609.88,I'm going to do it because I like him a
3611.28,lot but he said it it's great your
3613.44,stories are great but you don't have to
3615.2,use but sometimes there's no word that
3617.359,can describe it right I'm I'm looking
3620.28,for a word like when somebody tells Tall
3623.119,Tales there's a certain word that starts
3624.88,with B right there's no word that I can
3627.359,find to replace right but I'm trying
3630.039,Franklin I'm
3638.039,trying and when
3640.319,people now we have these Big R you know
3642.799,"in uh New Jersey we just had R 107,000"
3645.88,"people can you believe 25,000 people in"
3648.72,the South Bronx and we're getting we had
3650.599,"88,000 people in South Carolina 63,000"
3654.92,"68,000 in in Alabama and I said you know"
3658.44,when people start leaving early I'm
3660.16,going to say I'm going to have to go
3661.28,back to the foul language I
3664.64,think but so we have this meeting and he
3667.72,said I started off 50 years ago and
3670.44,every single year that I bought a truck
3672.92,it was better than the first year better
3675.319,than the previous year the truck got
3677.839,better got stronger faster bigger more
3681.039,fuel efficient every year for 50 years
3684.72,those trucks get bigger he said sir I
3686.76,build Apartments we call them apartments
3688.559,or those trucks you would be proud to
3691.079,live in one of those I said I don't know
3692.599,about that you know they build the cabs
3694.64,with a place to stay I said I could
3698.079,handle it I mean I could but he said
3700.16,every year they get better if they force
3702.68,this electric mandate on us we'll go
3705.079,back 70 years not 50 years he said we'll
3708.0,have to stop six times from New York to
3711.24,Los Angeles I said how many times you
3712.88,have to stop now none we go directly New
3715.44,York to Los Angeles all the way no stops
3719.039,I said didn't you explain that to them
3720.64,yes we do all the time doesn't make any
3722.44,difference to them the other thing I
3724.319,didn't know this he told me that the
3725.799,truck will be more than two times
3727.2,heavier he said so if you do this you're
3729.48,going to have to rebuild every bridge in
3731.319,the country can you believe it no how
3733.2,stupid how stupid is it the other thing
3736.76,is it takes much more room so a lot of
3738.799,your payload is going to be gone it
3740.359,takes much much more room the whole
3742.96,thing will you know possibly never work
3745.48,and it's okay okay some things you got
3747.24,to know but I said so what's their
3749.559,attitude we don't care we want you to go
3751.24,to Electric they don't care they don't
3752.68,care they don't care you can explain it
3754.64,to them they're evil people they're
3757.24,fascists they don't care before I even
3760.76,arrive at the Oval Office shortly after
3762.799,we win the presidency we win we are
3765.0,going to win not me we I will have if
3767.92,you go and vote Christians
3770.92,please I'll report you to Ralph Reed How
3773.559,about if Ralph didn't vote
3776.68,I wonder I want to check Ralph's voting
3782.279,record he votes if Ralph if Ralph I
3785.88,would be
3787.039,shocked but you I'm saying that because
3789.68,you have to remember you do have to do
3791.4,it because you don't do it but we will
3793.839,win the presidency and I'll have the
3796.52,horrible war between Russia and Ukraine
3798.88,which would have never happened if I
3800.559,were president I will restore
3804.279,that now
3806.76,I'll have that settled but but you know
3808.359,what's happened it's just so it would
3810.4,have never happened you wouldn't have
3812.079,any lives taken you wouldn't have had
3814.119,those ancient cities those gorgeous
3816.44,golden Towers knocked down oblit you
3818.48,could never build that stuff again that
3820.76,history but far more people are dead
3823.48,than they said and you would have never
3824.92,had the attack on Israel on October 7th
3828.319,you would have never had it you would
3830.64,have never had the attack on Israel and
3832.319,you wouldn't have had inflation I had
3833.76,the oil was caused by energy now it's
3835.799,was by everything the energy started it
3838.4,and started it with a with a level of of
3842.039,nobody's ever seen anything thing like
3843.359,it the the inflation I believe it's the
3845.68,worst inflation this country's ever had
3847.48,and inflation is known as a country
3849.839,Buster so you wouldn't have had just
3851.839,those three things think of if you
3853.319,didn't have Ukraine if you didn't have
3856.079,inflation and if you didn't have the
3857.599,attack on is just those three what a
3859.4,different world is would be just those
3860.96,three and then we could name about 30
3862.76,more you wouldn't have had that
3864.119,Afghanistan disaster as an example not
3867.24,getting out I was going to get out I was
3868.72,going to keep bam though because it's
3870.079,one hour away from where China makes its
3871.88,nuclear weapons they given up one of the
3874.4,biggest air bases in the world you know
3875.96,who occupies it now take a guess China
3879.359,China occupies
3881.279,bam thank you very much did they send us
3883.76,a letter president she where's your
3885.24,letter of thanks it's unbelievable I
3888.96,would have kept it not for Afghanistan
3891.0,but it's one hour away from where they
3892.76,make their nuclear weapons and my next
3894.64,term we will build a great Iron Dome
3897.559,over our country a dome like has never
3899.799,been seen before a state-of-the-art
3901.799,missile defense Shield that will be
3904.079,entirely built in
3906.039,America and create jobs jobs jobs we're
3909.52,going to build it in America Israel has
3911.68,it Israel has it why don't we have
3915.0,it I mean we're more of a Target in many
3917.52,ways than Israel why don't we have it
3919.039,and by the way 300 missiles shot only
3921.64,one got through and that was wounded it
3924.2,didn't hit its Target but uh so 300
3927.44,missiles shot and essentially none got
3929.68,through it was uh think why don't we
3932.44,have it we're going to have it and we're
3934.88,going to build it in America it's all
3936.24,going to be made we're not going to be
3937.359,shipping it out to other countries to do
3939.599,like we do so stupidly you know they
3941.359,make fighter jets where they have
3943.039,different countries make different parts
3944.68,and I said what happens in case of a war
3947.68,you're going to be sending parts all
3949.0,over the place you got to make the jet
3950.559,in one
3952.16,location these people are crazy you know
3955.119,they do it they they they conceded to
3958.039,all these countries well we want to make
3959.52,the engine we want to make the the wing
3962.319,see you got Wings being set we want to
3963.92,make their tail you got these ports that
3966.88,they put it together you got to make
3968.4,your planes this is military stuff you
3970.319,got to make your planes Common Sense we
3972.24,are the party of common sense that's
3974.64,what we
3976.359,are we're going to rebuild our cities
3978.839,into beacons of Hope safety and Beauty
3981.16,better than they have ever been before
3983.76,right now they're Killing Fields our
3985.88,cities we're going to give back our law
3987.76,enforcement we're going to give her back
3989.319,the the
3991.599,respect that they deserve they are being
3994.079,treated so badly if they do something
3996.839,that's harsh to stop a crime they end up
3999.52,losing their pension they end up losing
4001.839,their job they end up losing their
4003.76,family and their
4005.319,home and I'm giving immunity to police
4007.96,all over the country for
4012.4,that I mean we have some police forces
4015.16,where they make you go out and get a
4016.72,lawyer to defend yourself can you they
4018.359,won't defend you you have to hire your
4019.92,own lawyer now I know more about lawyers
4022.319,than any man
4023.599,perhaps and I don't like lawyers and I
4026.16,don't like the fees but can you imagine
4028.2,a policeman having to hire a lawyer to
4030.119,defend himself we are going to give
4032.2,immunity to police when they do their
4034.0,job we will take over the horribly run
4036.96,capital of our nation in Washington DC
4040.16,it is so badly
4042.079,run and we will clean it renovate it and
4045.2,re build our capital city so that it is
4047.599,no longer a nightmare of murder and
4049.839,crime we are going to have look they go
4052.279,down from places I mean think of it
4055.599,what's happening here they come from
4058.4,Iowa they come from Idaho that those are
4061.24,the two that Biden always gets confused
4063.2,it's wonderful to be in Iowa but he
4067.119,notices the fields are all potato
4070.359,Fields I didn't know they made so many
4072.72,potatoes in Iowa
4076.68,the worst is what he said it's great to
4079.52,be in Florida and he's in Maine you know
4082.72,you look you look it outside it's
4086.16,freezing it's great to be in Florida I
4088.4,love the people of Florida so much so
4090.039,that we're leading in Florida by about
4091.48,17
4096.679,points but we're not going to have this
4100.0,capital of ours that we love and cherish
4103.799,be a
4105.6,victim in itself of all of the murder
4108.4,and crime that's taking place I lost a
4110.759,man who was great person everyone loved
4113.159,him it was a car jack and he was waiting
4116.12,for his wife and somebody came out
4118.64,didn't even give him a warning just said
4120.64,uh just took a gun shot him through the
4123.44,head five months ago shot him through
4126.279,the head the wife is walking out he was
4127.88,picking up the wife from work shot him
4130.08,through the head dumped him out of the
4132.359,into the street took the car they called
4135.44,C him and you know he'll be protected by
4138.4,all sorts of things those people get
4140.64,protected we don't get protected but
4142.4,they get protected on day one I will
4144.08,sign a new executive order to cut
4146.4,Federal funding for any school pushing
4148.52,critical race Theory transgender
4150.6,insanity and other inappropriate racial
4153.56,sexual or political content onto the
4156.719,lives of our children and I will not
4159.4,give one penny to any school that has a
4161.64,vaccine mandate or a mask mandate
4166.88,I will support a strong policy which I
4169.96,have of universal school choice allowing
4173.359,parents to choose the public private
4175.719,Charter or religious school that best
4177.759,suits their
4179.92,children I will support America's
4182.44,homeschool families including allowing
4186.839,529 education savings accounts to be
4190.159,used for homeschooling expenses up to
4193.719,"$10,000 a year per child completely"
4198.76,taxfree this room likes that more than
