id,timestamp,duration,context,current_text
qqG96G8YdcE_1582960,1582.96,3.4,refused to go to he was standing with his fourstar General and he told me he said I don't want to go in there because they're a bunch of losers and suckers my son was not a loser was not a sucker,said I don't want to go in there because
qqG96G8YdcE_1584200,1584.2,4.24,his fourstar General and he told me he said I don't want to go in there because they're a bunch of losers and suckers my son was not a loser was not a sucker you're the sucker you're the loser,they're a bunch of losers and suckers my
qqG96G8YdcE_1586360,1586.36,4.28,said I don't want to go in there because they're a bunch of losers and suckers my son was not a loser was not a sucker you're the sucker you're the loser president Trump uh first of all that was,son was not a loser was not a sucker
qqG96G8YdcE_1588440,1588.44,4.52,they're a bunch of losers and suckers my son was not a loser was not a sucker you're the sucker you're the loser president Trump uh first of all that was a madeup quote suckers and losers they,you're the sucker you're the loser
qqG96G8YdcE_1590640,1590.64,4.24,son was not a loser was not a sucker you're the sucker you're the loser president Trump uh first of all that was a madeup quote suckers and losers they made it up it was in a third rate,president Trump uh first of all that was
qqG96G8YdcE_1592960,1592.96,3.52,you're the sucker you're the loser president Trump uh first of all that was a madeup quote suckers and losers they made it up it was in a third rate magazine that's failing like many of,a madeup quote suckers and losers they
qqG96G8YdcE_1594880,1594.88,3.36,president Trump uh first of all that was a madeup quote suckers and losers they made it up it was in a third rate magazine that's failing like many of these magazines uh he made that up he,made it up it was in a third rate
qqG96G8YdcE_1596480,1596.48,4.319,a madeup quote suckers and losers they made it up it was in a third rate magazine that's failing like many of these magazines uh he made that up he put it in commercials we've notified him,magazine that's failing like many of
qqG96G8YdcE_1598240,1598.24,4.96,made it up it was in a third rate magazine that's failing like many of these magazines uh he made that up he put it in commercials we've notified him we had 19 people that said I didn't say,these magazines uh he made that up he
qqG96G8YdcE_1600799,1600.799,4.521,magazine that's failing like many of these magazines uh he made that up he put it in commercials we've notified him we had 19 people that said I didn't say it and think of this who would say I'm,put it in commercials we've notified him
qqG96G8YdcE_1603200,1603.2,4.32,these magazines uh he made that up he put it in commercials we've notified him we had 19 people that said I didn't say it and think of this who would say I'm at a cemetery or I'm talking about our,we had 19 people that said I didn't say
qqG96G8YdcE_1605320,1605.32,4.359,put it in commercials we've notified him we had 19 people that said I didn't say it and think of this who would say I'm at a cemetery or I'm talking about our veterans because nobody's taken better,it and think of this who would say I'm
qqG96G8YdcE_1607520,1607.52,4.24,we had 19 people that said I didn't say it and think of this who would say I'm at a cemetery or I'm talking about our veterans because nobody's taken better care I'm so glad this came up and he,at a cemetery or I'm talking about our
qqG96G8YdcE_1609679,1609.679,4.081,it and think of this who would say I'm at a cemetery or I'm talking about our veterans because nobody's taken better care I'm so glad this came up and he brought it up there's nobody that's,veterans because nobody's taken better
qqG96G8YdcE_1611760,1611.76,4.48,at a cemetery or I'm talking about our veterans because nobody's taken better care I'm so glad this came up and he brought it up there's nobody that's taken better care of our soldiers than I,care I'm so glad this came up and he
qqG96G8YdcE_1613760,1613.76,4.32,veterans because nobody's taken better care I'm so glad this came up and he brought it up there's nobody that's taken better care of our soldiers than I have,brought it up there's nobody that's
qqG96G8YdcE_1616240,1616.24,2.64,care I'm so glad this came up and he brought it up there's nobody that's taken better care of our soldiers than I have to think that I would in front of,taken better care of our soldiers than I
qqG96G8YdcE_1618080,1618.08,2.76,brought it up there's nobody that's taken better care of our soldiers than I have to think that I would in front of generals and others say suckers and,have
qqG96G8YdcE_1618880,1618.88,4.08,taken better care of our soldiers than I have to think that I would in front of generals and others say suckers and losers we have 19 people that said it,to think that I would in front of
qqG96G8YdcE_1620840,1620.84,5.24,have to think that I would in front of generals and others say suckers and losers we have 19 people that said it was never said by me it was made up by,generals and others say suckers and
qqG96G8YdcE_1622960,1622.96,5.719,to think that I would in front of generals and others say suckers and losers we have 19 people that said it was never said by me it was made up by him just like Russia Russia Russia was,losers we have 19 people that said it
qqG96G8YdcE_1626080,1626.08,4.52,generals and others say suckers and losers we have 19 people that said it was never said by me it was made up by him just like Russia Russia Russia was made up just like the 51 intelligence,was never said by me it was made up by
qqG96G8YdcE_1628679,1628.679,4.801,losers we have 19 people that said it was never said by me it was made up by him just like Russia Russia Russia was made up just like the 51 intelligence agents are made up just like the new,him just like Russia Russia Russia was
qqG96G8YdcE_1630600,1630.6,5.319,was never said by me it was made up by him just like Russia Russia Russia was made up just like the 51 intelligence agents are made up just like the new thing with the 16 economists are talking,made up just like the 51 intelligence
qqG96G8YdcE_1633480,1633.48,4.88,him just like Russia Russia Russia was made up just like the 51 intelligence agents are made up just like the new thing with the 16 economists are talking it's the same thing 51 intelligence,agents are made up just like the new
qqG96G8YdcE_1635919,1635.919,4.561,made up just like the 51 intelligence agents are made up just like the new thing with the 16 economists are talking it's the same thing 51 intelligence agents said that the laptop was Russia,thing with the 16 economists are talking
qqG96G8YdcE_1638360,1638.36,5.199,agents are made up just like the new thing with the 16 economists are talking it's the same thing 51 intelligence agents said that the laptop was Russia disinformation it wasn't that came from,it's the same thing 51 intelligence
qqG96G8YdcE_1640480,1640.48,5.48,thing with the 16 economists are talking it's the same thing 51 intelligence agents said that the laptop was Russia disinformation it wasn't that came from his son Hunter it wasn't Russia,agents said that the laptop was Russia
qqG96G8YdcE_1643559,1643.559,4.84,it's the same thing 51 intelligence agents said that the laptop was Russia disinformation it wasn't that came from his son Hunter it wasn't Russia disinformation he made up the suckers,disinformation it wasn't that came from
qqG96G8YdcE_1645960,1645.96,4.76,agents said that the laptop was Russia disinformation it wasn't that came from his son Hunter it wasn't Russia disinformation he made up the suckers and losers so he should apologize to me,his son Hunter it wasn't Russia
qqG96G8YdcE_1648399,1648.399,4.76,disinformation it wasn't that came from his son Hunter it wasn't Russia disinformation he made up the suckers and losers so he should apologize to me right now fourstar General standing at,disinformation he made up the suckers
qqG96G8YdcE_1650720,1650.72,5.04,his son Hunter it wasn't Russia disinformation he made up the suckers and losers so he should apologize to me right now fourstar General standing at your side was on your staff who said you,and losers so he should apologize to me
qqG96G8YdcE_1653159,1653.159,4.561,disinformation he made up the suckers and losers so he should apologize to me right now fourstar General standing at your side was on your staff who said you said it period that's number one and,right now fourstar General standing at
qqG96G8YdcE_1655760,1655.76,5.0,and losers so he should apologize to me right now fourstar General standing at your side was on your staff who said you said it period that's number one and number two the idea the idea that I have,your side was on your staff who said you
qqG96G8YdcE_1657720,1657.72,5.76,right now fourstar General standing at your side was on your staff who said you said it period that's number one and number two the idea the idea that I have to apologize to you for anything along,said it period that's number one and
qqG96G8YdcE_1660760,1660.76,5.039,your side was on your staff who said you said it period that's number one and number two the idea the idea that I have to apologize to you for anything along the line we've done more for veterans,number two the idea the idea that I have
qqG96G8YdcE_1663480,1663.48,4.24,said it period that's number one and number two the idea the idea that I have to apologize to you for anything along the line we've done more for veterans than any president has in American,to apologize to you for anything along
qqG96G8YdcE_1665799,1665.799,3.36,number two the idea the idea that I have to apologize to you for anything along the line we've done more for veterans than any president has in American history American history and they now,the line we've done more for veterans
qqG96G8YdcE_1667720,1667.72,3.959,to apologize to you for anything along the line we've done more for veterans than any president has in American history American history and they now are their family the only sacred,than any president has in American
qqG96G8YdcE_1669159,1669.159,4.36,the line we've done more for veterans than any president has in American history American history and they now are their family the only sacred obligation we have as a country is to,history American history and they now
qqG96G8YdcE_1671679,1671.679,3.761,than any president has in American history American history and they now are their family the only sacred obligation we have as a country is to care for our veterans when they come,are their family the only sacred
qqG96G8YdcE_1673519,1673.519,3.321,history American history and they now are their family the only sacred obligation we have as a country is to care for our veterans when they come home and their families and equip them,obligation we have as a country is to
qqG96G8YdcE_1675440,1675.44,3.44,are their family the only sacred obligation we have as a country is to care for our veterans when they come home and their families and equip them when they go to war that's what we're,care for our veterans when they come
qqG96G8YdcE_1676840,1676.84,3.92,obligation we have as a country is to care for our veterans when they come home and their families and equip them when they go to war that's what we're doing that's what the VA is doing now,home and their families and equip them
qqG96G8YdcE_1678880,1678.88,4.2,care for our veterans when they come home and their families and equip them when they go to war that's what we're doing that's what the VA is doing now they're doing more for veterans than,when they go to war that's what we're
qqG96G8YdcE_1680760,1680.76,3.919,home and their families and equip them when they go to war that's what we're doing that's what the VA is doing now they're doing more for veterans than ever before in our history all right,doing that's what the VA is doing now
qqG96G8YdcE_1683080,1683.08,3.52,when they go to war that's what we're doing that's what the VA is doing now they're doing more for veterans than ever before in our history all right thank you so much let's move to the,they're doing more for veterans than
qqG96G8YdcE_1684679,1684.679,3.48,doing that's what the VA is doing now they're doing more for veterans than ever before in our history all right thank you so much let's move to the topic of foreign policy I want to begin,ever before in our history all right
qqG96G8YdcE_1686600,1686.6,3.72,they're doing more for veterans than ever before in our history all right thank you so much let's move to the topic of foreign policy I want to begin with Russia's war against Ukraine which,thank you so much let's move to the
qqG96G8YdcE_1688159,1688.159,5.201,ever before in our history all right thank you so much let's move to the topic of foreign policy I want to begin with Russia's war against Ukraine which is now in its third year former,topic of foreign policy I want to begin
qqG96G8YdcE_1690320,1690.32,5.56,thank you so much let's move to the topic of foreign policy I want to begin with Russia's war against Ukraine which is now in its third year former president Trump Russian President,with Russia's war against Ukraine which
qqG96G8YdcE_1693360,1693.36,4.84,topic of foreign policy I want to begin with Russia's war against Ukraine which is now in its third year former president Trump Russian President Vladimir Putin says he'll only end this,is now in its third year former
qqG96G8YdcE_1695880,1695.88,5.08,with Russia's war against Ukraine which is now in its third year former president Trump Russian President Vladimir Putin says he'll only end this war if Russia keeps the Ukrainian,president Trump Russian President
qqG96G8YdcE_1698200,1698.2,5.319,is now in its third year former president Trump Russian President Vladimir Putin says he'll only end this war if Russia keeps the Ukrainian territory it is already claimed and,Vladimir Putin says he'll only end this
qqG96G8YdcE_1700960,1700.96,5.0,president Trump Russian President Vladimir Putin says he'll only end this war if Russia keeps the Ukrainian territory it is already claimed and Ukraine abandons its bid to join NATO,war if Russia keeps the Ukrainian
qqG96G8YdcE_1703519,1703.519,6.561,Vladimir Putin says he'll only end this war if Russia keeps the Ukrainian territory it is already claimed and Ukraine abandons its bid to join NATO are Putin's terms acceptable to you,territory it is already claimed and
qqG96G8YdcE_1705960,1705.96,6.4,war if Russia keeps the Ukrainian territory it is already claimed and Ukraine abandons its bid to join NATO are Putin's terms acceptable to you first of all our veterans and our,Ukraine abandons its bid to join NATO
qqG96G8YdcE_1710080,1710.08,4.92,territory it is already claimed and Ukraine abandons its bid to join NATO are Putin's terms acceptable to you first of all our veterans and our soldiers can't stand this guy they can't,are Putin's terms acceptable to you
qqG96G8YdcE_1712360,1712.36,5.64,Ukraine abandons its bid to join NATO are Putin's terms acceptable to you first of all our veterans and our soldiers can't stand this guy they can't stand him they think he's the worst,first of all our veterans and our
qqG96G8YdcE_1715000,1715.0,4.88,are Putin's terms acceptable to you first of all our veterans and our soldiers can't stand this guy they can't stand him they think he's the worst commander-in-chief if that's what you,soldiers can't stand this guy they can't
qqG96G8YdcE_1718000,1718.0,3.32,first of all our veterans and our soldiers can't stand this guy they can't stand him they think he's the worst commander-in-chief if that's what you call him that we've ever had they can't,stand him they think he's the worst
qqG96G8YdcE_1719880,1719.88,3.88,soldiers can't stand this guy they can't stand him they think he's the worst commander-in-chief if that's what you call him that we've ever had they can't stand him so let's get that straight and,commander-in-chief if that's what you
qqG96G8YdcE_1721320,1721.32,4.92,stand him they think he's the worst commander-in-chief if that's what you call him that we've ever had they can't stand him so let's get that straight and they like me more than just about any of,call him that we've ever had they can't
qqG96G8YdcE_1723760,1723.76,4.32,commander-in-chief if that's what you call him that we've ever had they can't stand him so let's get that straight and they like me more than just about any of them and that's based on every single,stand him so let's get that straight and
qqG96G8YdcE_1726240,1726.24,4.4,call him that we've ever had they can't stand him so let's get that straight and they like me more than just about any of them and that's based on every single bit of information as far as Russia and,they like me more than just about any of
qqG96G8YdcE_1728080,1728.08,5.439,stand him so let's get that straight and they like me more than just about any of them and that's based on every single bit of information as far as Russia and Ukraine if we had a real president the,them and that's based on every single
qqG96G8YdcE_1730640,1730.64,5.44,they like me more than just about any of them and that's based on every single bit of information as far as Russia and Ukraine if we had a real president the president that knew that was respected,bit of information as far as Russia and
qqG96G8YdcE_1733519,1733.519,4.681,them and that's based on every single bit of information as far as Russia and Ukraine if we had a real president the president that knew that was respected by Putin he would have never he would,Ukraine if we had a real president the
qqG96G8YdcE_1736080,1736.08,4.28,bit of information as far as Russia and Ukraine if we had a real president the president that knew that was respected by Putin he would have never he would have never invaded Ukraine a lot of,president that knew that was respected
qqG96G8YdcE_1738200,1738.2,4.8,Ukraine if we had a real president the president that knew that was respected by Putin he would have never he would have never invaded Ukraine a lot of people are dead right now much more than,by Putin he would have never he would
qqG96G8YdcE_1740360,1740.36,4.64,president that knew that was respected by Putin he would have never he would have never invaded Ukraine a lot of people are dead right now much more than people know you know they talk about,have never invaded Ukraine a lot of
qqG96G8YdcE_1743000,1743.0,3.36,by Putin he would have never he would have never invaded Ukraine a lot of people are dead right now much more than people know you know they talk about numbers you can double those numbers,people are dead right now much more than
qqG96G8YdcE_1745000,1745.0,2.88,have never invaded Ukraine a lot of people are dead right now much more than people know you know they talk about numbers you can double those numbers maybe triple those numbers he did,people know you know they talk about
qqG96G8YdcE_1746360,1746.36,3.88,people are dead right now much more than people know you know they talk about numbers you can double those numbers maybe triple those numbers he did nothing to stop it in fact I think he,numbers you can double those numbers
qqG96G8YdcE_1747880,1747.88,3.919,people know you know they talk about numbers you can double those numbers maybe triple those numbers he did nothing to stop it in fact I think he encouraged Russia from going in I tell,maybe triple those numbers he did
qqG96G8YdcE_1750240,1750.24,3.88,numbers you can double those numbers maybe triple those numbers he did nothing to stop it in fact I think he encouraged Russia from going in I tell you what happened he was so bad with,nothing to stop it in fact I think he
qqG96G8YdcE_1751799,1751.799,3.841,maybe triple those numbers he did nothing to stop it in fact I think he encouraged Russia from going in I tell you what happened he was so bad with Afghanistan it was such a horrible,encouraged Russia from going in I tell
qqG96G8YdcE_1754120,1754.12,4.12,nothing to stop it in fact I think he encouraged Russia from going in I tell you what happened he was so bad with Afghanistan it was such a horrible embarrassment most embarrassing moment,you what happened he was so bad with
qqG96G8YdcE_1755640,1755.64,4.56,encouraged Russia from going in I tell you what happened he was so bad with Afghanistan it was such a horrible embarrassment most embarrassing moment in the history of our country that when,Afghanistan it was such a horrible
qqG96G8YdcE_1758240,1758.24,3.96,you what happened he was so bad with Afghanistan it was such a horrible embarrassment most embarrassing moment in the history of our country that when Putin watched that and he saw the,embarrassment most embarrassing moment
qqG96G8YdcE_1760200,1760.2,3.719,Afghanistan it was such a horrible embarrassment most embarrassing moment in the history of our country that when Putin watched that and he saw the incompetence that he should he should,in the history of our country that when
qqG96G8YdcE_1762200,1762.2,3.319,embarrassment most embarrassing moment in the history of our country that when Putin watched that and he saw the incompetence that he should he should have fired those generals like I fired,Putin watched that and he saw the
qqG96G8YdcE_1763919,1763.919,3.48,in the history of our country that when Putin watched that and he saw the incompetence that he should he should have fired those generals like I fired the one that you mentioned and so he's,incompetence that he should he should
qqG96G8YdcE_1765519,1765.519,3.721,Putin watched that and he saw the incompetence that he should he should have fired those generals like I fired the one that you mentioned and so he's got no love loss but he should have,have fired those generals like I fired
qqG96G8YdcE_1767399,1767.399,3.64,incompetence that he should he should have fired those generals like I fired the one that you mentioned and so he's got no love loss but he should have fired those generals no General got,the one that you mentioned and so he's
qqG96G8YdcE_1769240,1769.24,4.319,have fired those generals like I fired the one that you mentioned and so he's got no love loss but he should have fired those generals no General got fired for the most embarrassing moment,got no love loss but he should have
qqG96G8YdcE_1771039,1771.039,5.36,the one that you mentioned and so he's got no love loss but he should have fired those generals no General got fired for the most embarrassing moment in the history of our country,fired those generals no General got
qqG96G8YdcE_1773559,1773.559,4.161,got no love loss but he should have fired those generals no General got fired for the most embarrassing moment in the history of our country Afghanistan where we left billions of,fired for the most embarrassing moment
qqG96G8YdcE_1776399,1776.399,3.64,fired those generals no General got fired for the most embarrassing moment in the history of our country Afghanistan where we left billions of dollars of equipment behind we lost 13,in the history of our country
qqG96G8YdcE_1777720,1777.72,4.839,fired for the most embarrassing moment in the history of our country Afghanistan where we left billions of dollars of equipment behind we lost 13 beautiful soldiers and 38 soldiers were,Afghanistan where we left billions of
qqG96G8YdcE_1780039,1780.039,5.24,in the history of our country Afghanistan where we left billions of dollars of equipment behind we lost 13 beautiful soldiers and 38 soldiers were obliterated and by the way we left,dollars of equipment behind we lost 13
qqG96G8YdcE_1782559,1782.559,4.441,Afghanistan where we left billions of dollars of equipment behind we lost 13 beautiful soldiers and 38 soldiers were obliterated and by the way we left people behind too we left American,beautiful soldiers and 38 soldiers were
qqG96G8YdcE_1785279,1785.279,3.361,dollars of equipment behind we lost 13 beautiful soldiers and 38 soldiers were obliterated and by the way we left people behind too we left American citizens behind when Putin saw that he,obliterated and by the way we left
qqG96G8YdcE_1787000,1787.0,4.12,beautiful soldiers and 38 soldiers were obliterated and by the way we left people behind too we left American citizens behind when Putin saw that he said you know what I think we're going,people behind too we left American
qqG96G8YdcE_1788640,1788.64,4.48,obliterated and by the way we left people behind too we left American citizens behind when Putin saw that he said you know what I think we're going to go in and maybe take my this was his,citizens behind when Putin saw that he
qqG96G8YdcE_1791120,1791.12,4.84,people behind too we left American citizens behind when Putin saw that he said you know what I think we're going to go in and maybe take my this was his dream I talked to him about it his dream,said you know what I think we're going
qqG96G8YdcE_1793120,1793.12,5.159,citizens behind when Putin saw that he said you know what I think we're going to go in and maybe take my this was his dream I talked to him about it his dream the difference is he never would have,to go in and maybe take my this was his
qqG96G8YdcE_1795960,1795.96,4.48,said you know what I think we're going to go in and maybe take my this was his dream I talked to him about it his dream the difference is he never would have invaded Ukraine never just like Israel,dream I talked to him about it his dream
qqG96G8YdcE_1798279,1798.279,6.0,to go in and maybe take my this was his dream I talked to him about it his dream the difference is he never would have invaded Ukraine never just like Israel would have never been invaded in a,the difference is he never would have
qqG96G8YdcE_1800440,1800.44,6.8,dream I talked to him about it his dream the difference is he never would have invaded Ukraine never just like Israel would have never been invaded in a million years by Hamas you know why,invaded Ukraine never just like Israel
qqG96G8YdcE_1804279,1804.279,6.12,the difference is he never would have invaded Ukraine never just like Israel would have never been invaded in a million years by Hamas you know why because Iran was broke with me I,would have never been invaded in a
qqG96G8YdcE_1807240,1807.24,5.24,invaded Ukraine never just like Israel would have never been invaded in a million years by Hamas you know why because Iran was broke with me I wouldn't let anybody do business with,million years by Hamas you know why
qqG96G8YdcE_1810399,1810.399,3.76,would have never been invaded in a million years by Hamas you know why because Iran was broke with me I wouldn't let anybody do business with them they ran out of money they were,because Iran was broke with me I
qqG96G8YdcE_1812480,1812.48,3.12,million years by Hamas you know why because Iran was broke with me I wouldn't let anybody do business with them they ran out of money they were broke they had no money for Hamas they,wouldn't let anybody do business with
qqG96G8YdcE_1814159,1814.159,3.441,because Iran was broke with me I wouldn't let anybody do business with them they ran out of money they were broke they had no money for Hamas they had no money for anything no money for,them they ran out of money they were
qqG96G8YdcE_1815600,1815.6,4.04,wouldn't let anybody do business with them they ran out of money they were broke they had no money for Hamas they had no money for anything no money for Terror that's why you had no Terror at,broke they had no money for Hamas they
qqG96G8YdcE_1817600,1817.6,4.079,them they ran out of money they were broke they had no money for Hamas they had no money for anything no money for Terror that's why you had no Terror at all during my Administration this place,had no money for anything no money for
qqG96G8YdcE_1819640,1819.64,5.159,broke they had no money for Hamas they had no money for anything no money for Terror that's why you had no Terror at all during my Administration this place the whole world is blowing up under him,Terror that's why you had no Terror at
qqG96G8YdcE_1821679,1821.679,6.561,had no money for anything no money for Terror that's why you had no Terror at all during my Administration this place the whole world is blowing up under him President Biden I've never heard so much,all during my Administration this place
qqG96G8YdcE_1824799,1824.799,5.801,Terror that's why you had no Terror at all during my Administration this place the whole world is blowing up under him President Biden I've never heard so much malar in my whole life look the fact of,the whole world is blowing up under him
qqG96G8YdcE_1828240,1828.24,4.159,all during my Administration this place the whole world is blowing up under him President Biden I've never heard so much malar in my whole life look the fact of the matter is that we're in a situation,President Biden I've never heard so much
qqG96G8YdcE_1830600,1830.6,3.439,the whole world is blowing up under him President Biden I've never heard so much malar in my whole life look the fact of the matter is that we're in a situation where let's take the last Point first,malar in my whole life look the fact of
qqG96G8YdcE_1832399,1832.399,3.88,President Biden I've never heard so much malar in my whole life look the fact of the matter is that we're in a situation where let's take the last Point first Iran attacked American troops kill,the matter is that we're in a situation
qqG96G8YdcE_1834039,1834.039,5.841,malar in my whole life look the fact of the matter is that we're in a situation where let's take the last Point first Iran attacked American troops kill caused brain damage for a number of,where let's take the last Point first
qqG96G8YdcE_1836279,1836.279,5.921,the matter is that we're in a situation where let's take the last Point first Iran attacked American troops kill caused brain damage for a number of these troops and he did nothing about it,Iran attacked American troops kill
qqG96G8YdcE_1839880,1839.88,4.6,where let's take the last Point first Iran attacked American troops kill caused brain damage for a number of these troops and he did nothing about it recent when he was president they they,caused brain damage for a number of
qqG96G8YdcE_1842200,1842.2,4.479,Iran attacked American troops kill caused brain damage for a number of these troops and he did nothing about it recent when he was president they they attacked he said they're just having,these troops and he did nothing about it
qqG96G8YdcE_1844480,1844.48,4.039,caused brain damage for a number of these troops and he did nothing about it recent when he was president they they attacked he said they're just having headaches that's all it is he didn't do,recent when he was president they they
qqG96G8YdcE_1846679,1846.679,4.161,these troops and he did nothing about it recent when he was president they they attacked he said they're just having headaches that's all it is he didn't do a thing when they attack took place,attacked he said they're just having
qqG96G8YdcE_1848519,1848.519,4.241,recent when he was president they they attacked he said they're just having headaches that's all it is he didn't do a thing when they attack took place number one number two we got over,headaches that's all it is he didn't do
qqG96G8YdcE_1850840,1850.84,4.88,"attacked he said they're just having headaches that's all it is he didn't do a thing when they attack took place number one number two we got over 100,000 Americans and others out of of",a thing when they attack took place
qqG96G8YdcE_1852760,1852.76,6.96,"headaches that's all it is he didn't do a thing when they attack took place number one number two we got over 100,000 Americans and others out of of Afghanistan during that airlift number",number one number two we got over
qqG96G8YdcE_1855720,1855.72,6.72,"a thing when they attack took place number one number two we got over 100,000 Americans and others out of of Afghanistan during that airlift number three we found ourselves in a situation","100,000 Americans and others out of of"
qqG96G8YdcE_1859720,1859.72,5.0,"number one number two we got over 100,000 Americans and others out of of Afghanistan during that airlift number three we found ourselves in a situation where if you take a look at what Trump",Afghanistan during that airlift number
qqG96G8YdcE_1862440,1862.44,4.479,"100,000 Americans and others out of of Afghanistan during that airlift number three we found ourselves in a situation where if you take a look at what Trump did in Ukraine he this guy told Ukraine",three we found ourselves in a situation
qqG96G8YdcE_1864720,1864.72,5.72,Afghanistan during that airlift number three we found ourselves in a situation where if you take a look at what Trump did in Ukraine he this guy told Ukraine told Trump do whatever you want and do,where if you take a look at what Trump
qqG96G8YdcE_1866919,1866.919,6.321,three we found ourselves in a situation where if you take a look at what Trump did in Ukraine he this guy told Ukraine told Trump do whatever you want and do whatever you want and that's exactly,did in Ukraine he this guy told Ukraine
qqG96G8YdcE_1870440,1870.44,5.119,where if you take a look at what Trump did in Ukraine he this guy told Ukraine told Trump do whatever you want and do whatever you want and that's exactly what Trump did to Putin encourage him do,told Trump do whatever you want and do
qqG96G8YdcE_1873240,1873.24,5.559,did in Ukraine he this guy told Ukraine told Trump do whatever you want and do whatever you want and that's exactly what Trump did to Putin encourage him do whatever you want and he went in listen,whatever you want and that's exactly
qqG96G8YdcE_1875559,1875.559,5.161,told Trump do whatever you want and do whatever you want and that's exactly what Trump did to Putin encourage him do whatever you want and he went in listen to what he said when he went in it was,what Trump did to Putin encourage him do
qqG96G8YdcE_1878799,1878.799,3.6,whatever you want and that's exactly what Trump did to Putin encourage him do whatever you want and he went in listen to what he said when he went in it was going to take ke in five days remember,whatever you want and he went in listen
qqG96G8YdcE_1880720,1880.72,3.88,what Trump did to Putin encourage him do whatever you want and he went in listen to what he said when he went in it was going to take ke in five days remember because it's part of the old Soviet,to what he said when he went in it was
qqG96G8YdcE_1882399,1882.399,3.601,whatever you want and he went in listen to what he said when he went in it was going to take ke in five days remember because it's part of the old Soviet Union that's what he wanted to,going to take ke in five days remember
qqG96G8YdcE_1884600,1884.6,2.799,to what he said when he went in it was going to take ke in five days remember because it's part of the old Soviet Union that's what he wanted to reestablish,because it's part of the old Soviet
qqG96G8YdcE_1886000,1886.0,2.72,going to take ke in five days remember because it's part of the old Soviet Union that's what he wanted to reestablish ke and he in fact didn't do it at all he,Union that's what he wanted to
qqG96G8YdcE_1887399,1887.399,3.921,because it's part of the old Soviet Union that's what he wanted to reestablish ke and he in fact didn't do it at all he didn't wasn't able to get it done and,reestablish
qqG96G8YdcE_1888720,1888.72,4.52,Union that's what he wanted to reestablish ke and he in fact didn't do it at all he didn't wasn't able to get it done and they've lost over they've lost thousands,ke and he in fact didn't do it at all he
qqG96G8YdcE_1891320,1891.32,4.199,"reestablish ke and he in fact didn't do it at all he didn't wasn't able to get it done and they've lost over they've lost thousands of thousands of troops 500,000 troops",didn't wasn't able to get it done and
qqG96G8YdcE_1893240,1893.24,5.72,"ke and he in fact didn't do it at all he didn't wasn't able to get it done and they've lost over they've lost thousands of thousands of troops 500,000 troops president Trump I come back to you for",they've lost over they've lost thousands
qqG96G8YdcE_1895519,1895.519,5.241,"didn't wasn't able to get it done and they've lost over they've lost thousands of thousands of troops 500,000 troops president Trump I come back to you for for one minute I just want to go back to","of thousands of troops 500,000 troops"
qqG96G8YdcE_1898960,1898.96,3.52,"they've lost over they've lost thousands of thousands of troops 500,000 troops president Trump I come back to you for for one minute I just want to go back to my original question which is are",president Trump I come back to you for
qqG96G8YdcE_1900760,1900.76,3.84,"of thousands of troops 500,000 troops president Trump I come back to you for for one minute I just want to go back to my original question which is are Putin's terms acceptable to you keeping",for one minute I just want to go back to
qqG96G8YdcE_1902480,1902.48,4.919,president Trump I come back to you for for one minute I just want to go back to my original question which is are Putin's terms acceptable to you keeping the territory in UK acceptable no,my original question which is are
qqG96G8YdcE_1904600,1904.6,4.559,for one minute I just want to go back to my original question which is are Putin's terms acceptable to you keeping the territory in UK acceptable no they're not acceptable but look this is,Putin's terms acceptable to you keeping
qqG96G8YdcE_1907399,1907.399,4.64,my original question which is are Putin's terms acceptable to you keeping the territory in UK acceptable no they're not acceptable but look this is a war that never should have started if,the territory in UK acceptable no
qqG96G8YdcE_1909159,1909.159,4.681,Putin's terms acceptable to you keeping the territory in UK acceptable no they're not acceptable but look this is a war that never should have started if we had a leader in this war he led,they're not acceptable but look this is
qqG96G8YdcE_1912039,1912.039,4.0,the territory in UK acceptable no they're not acceptable but look this is a war that never should have started if we had a leader in this war he led everybody along he's given $200 billion,a war that never should have started if
qqG96G8YdcE_1913840,1913.84,5.48,they're not acceptable but look this is a war that never should have started if we had a leader in this war he led everybody along he's given $200 billion now or more to Ukraine he's given $200,we had a leader in this war he led
qqG96G8YdcE_1916039,1916.039,6.401,a war that never should have started if we had a leader in this war he led everybody along he's given $200 billion now or more to Ukraine he's given $200 billion that's a lot of money I don't,everybody along he's given $200 billion
qqG96G8YdcE_1919320,1919.32,5.28,we had a leader in this war he led everybody along he's given $200 billion now or more to Ukraine he's given $200 billion that's a lot of money I don't think there's ever been anything like it,now or more to Ukraine he's given $200
qqG96G8YdcE_1922440,1922.44,3.76,everybody along he's given $200 billion now or more to Ukraine he's given $200 billion that's a lot of money I don't think there's ever been anything like it every time that zalinski comes to this,billion that's a lot of money I don't
qqG96G8YdcE_1924600,1924.6,4.0,now or more to Ukraine he's given $200 billion that's a lot of money I don't think there's ever been anything like it every time that zalinski comes to this country he walks away with $60 billion,think there's ever been anything like it
qqG96G8YdcE_1926200,1926.2,4.079,billion that's a lot of money I don't think there's ever been anything like it every time that zalinski comes to this country he walks away with $60 billion do he's the greatest salesman ever and,every time that zalinski comes to this
qqG96G8YdcE_1928600,1928.6,3.84,think there's ever been anything like it every time that zalinski comes to this country he walks away with $60 billion do he's the greatest salesman ever and I'm not knocking him I'm not knocking,country he walks away with $60 billion
