id,context
krbTeO0Lo00_51.0,that that's what inflation that's what inflation has done that's what inflation has done glad everybody in this room has good eyes but I will end the Biden inflation Nightmare and we will end it very quickly I will stop Biden's trillions and trillions of dollars in wasteful spending and rapidly terminate the green news scam it's one of the greatest scams in history I will repeal crooked Joe and Sayan electric how about the electric vehicle mandate and we will drill baby drill the all cars are going to be electric they don't go far they cost too much and by the way electric cars have a great place they have a great place but but not a place for 100% maybe not a place for 10%
krbTeO0Lo00_52.0,whatever it is they have a place you can't go far and uh they're going to all be made in China they are expensive right now you have hundreds of thousands this is a great time to buy an electric car you know why this you know what you ever noticed the auto companies aren't upset about it they're making cars that can't sell they just can't sell they have hundreds of thousands of you know why because we're spending trillions of dollars in giving them subsidy so the a they auto companies don't care normally they'd all be bankrupt if that were the case they're making cars that can't sell now they want to make your army tanks all electric so that we can go into a community near you no we go into enemy territory we blast the hell out of them but we do it in an environmentally friendly way no do you have no it's crazy we make the greatest army tanks in the world we make him in Ohio we make him in lima
krbTeO0Lo00_53.0,lima I was the one I stopped at they said sir there's a plant that makes y the only plant we have that does it and I was president-elect and I was called by Jim Jordan who's great you know Jim Jordan from Ohio and he said could you take a look at it sir because I don't think he can replace us so anyway I went up Lima I went up and I said uh wow this place is this place is unbelievable makes Ary times that's all they've done for years years and years to make the best tanks of the world they were going to close it under uh I guess it was you know I guess it was Obama but they were it were scheduled to be closed and I looked I said this is a room that 20 times larger than this and it's unbelievable the the you know the ball bearings that heavy oil that heavy steel and you can almost move it with your hand it's so incredible how it all works and these guys are so profession if you close this you'll never be able to open open up a plant with this Talent or this you know this kind of a plant and now they want
krbTeO0Lo00_54.0,and I kept it open I took it off the list and and it's it makes more tanks than anybody in the world right now unfortunately all we do is give the tanks away we make them we give them away faster than we can make them you need some tanks or you we'll send them to you over there and they're expensive suckers too but we'll make we'll we'll provide all of our friends and many of our enemies with tanks because half of the time with and you don't know if their friends or enemies we give them whatever they want but when you look at it but now they want to make them electric and the problem is very similar they don't go far they're too heavy very heavy you know the battery in fact it's be it's so much bigger than a tank for diesel fuel or gasoline that they want to make a truck like a toy truck you know like a little toy truck with a huge battery on the back it's it's almost as big as the army tank so when it goes into enemy territory it's pulling this thing I said what happens if somebody blows it up well let you're dead now you have you don't have to hit the tank you just have to hit the
krbTeO0Lo00_55.0,battery no they want to do it think of it they wanted to now they'll say oh these stories are terrible these stories are you know you heard my story in the boat with the shark right I got killed on that they thought I was rambling I'm not rambling they want to make boats and they are demanding that they be all battery operate all electric and I was in South Carolina at this wonderful family Boatyard that big yard make a lot of boats you know from 17 like fishing boats 17 to 30 feet and I said how's everything going no good they want us to go all electric I said well would that work no because it's so heavy we can't get the boat to float the battery is so heavy so then I start talking about asking questions you know I have I had an uncle who was a great professor at MIT for many years long I think the longest tenure ever very smart had three different degrees and you know so have an aptitude for things you know there is such a thing as an aptitude I said well
krbTeO0Lo00_56.0,what would happen if this boat is so heavy and started to sink and you're on the top of the boat do you get electrocuted or not in other words the boat is going down and you're on the top will the electric currents flow through the water and wipe you out and let's say there's a shark about 10 yards over there would I have to immediately abandon or could I ride the electric d and said sir uh nobody's ever asked us that question but sir uh I don't know I said well I want to know because I guarantee you one thing I don't care what happens I'm staying with the electric I'm not getting over with it so I tell that story it's you know just fun and the fake news they go he told this crazy story with electric and it's actually not crazy it's sort of a smart story right sort of like you know it's like the snake it's a smart when you you figure what you're leaving in right you're bringing it in the you know the snake right the snake and the snake I
krbTeO0Lo00_57.0,tell that and they do the same thing what does a snake have to do with illegal immigration well I think it has a lot to do with it because that's exactly what you know what you get that's what we're getting we're getting problems like you wouldn't believe right so uh they want to go all electric they want to make our airplanes are fighter jets and electric even though they're 18% less efficient now the difference between 18% and 100% is the difference between being easily and immediately shot down or winning they don't care they don't care and I say why are they doing this they're flying over enemy territory and they don't want to affect the air they're blowing the out of the place but they don't want to think of it they don't want to affect the air they want it to be beautiful air clean air and water boom boom boom these people are stoned called old crazy and these idiots are running our
krbTeO0Lo00_58.0,"government they're running our government you know I met with the truckers the other day I met with the truckers the other day big thing I'm a big Roger Pensky fan right I like Roger you know he's won Indianapolis like 19 or 20 times I'm a fan but he owns trucks and he was one of the guys there one of these people has 28,000 trucks think of that I said how many trucks do you have 28,000 sir I said you got to be kidding 28,000 and they have big ones the 18-wheelers they big big trucks and they're really bothered oh I'm solving that problem probably by doing this because by everything I do you know when I go out and favor something like no tax on tips they haven't been able to do that because you know they just set regulations that make it impossible for people that get tips to even live to breathe but no tax on tips that's a big deal remember that everybody it's a big deal I don't think they're going to be able to do that you know that's I don't"
krbTeO0Lo00_59.0,"think they're going to be able to do it they they have been so vicious to these people but now they'll soften up a lot just by my doing but I was with Roger Pensky these truckers and they said the big problem is they uh they want us to go all electric on our trucks and I say well if you fill it up with diesel and the big guy at the at the meeting that had this big monster company I mean think of it 28 starts with one truck and then he's got 28,000 and trucks over many many decades and he said sir every single year I bought a truck he used very foul language but I won't do it because I promised I promis Franklin gra graah you know Franklin Franklin wrote me a letter the other day I watched your rally I thought it was great but honestly Mr President it would have been much better if you didn't use fou language and I said to myself he's wrong about that because sometimes for emphasis every once I mean I don't use real F but every once in a"
krbTeO0Lo00_60.0,"while I'll use a little word here there and not a particularly bad one but but I said to myself you know I'm going to do it because I like him a lot but he said it it's great your stories are great but you don't have to use but sometimes there's no word that can describe it right I'm I'm looking for a word like when somebody tells Tall Tales there's a certain word that starts with B right there's no word that I can find to replace right but I'm trying Franklin I'm trying and when people now we have these Big R you know in uh New Jersey we just had R 107,000 people can you believe 25,000 people in the South Bronx and we're getting we had 88,000 people in South Carolina 63,000 68,000 in in Alabama and I said you know when people start leaving early I'm"
krbTeO0Lo00_61.0,going to say I'm going to have to go back to the foul language I think but so we have this meeting and he said I started off 50 years ago and every single year that I bought a truck it was better than the first year better than the previous year the truck got better got stronger faster bigger more fuel efficient every year for 50 years those trucks get bigger he said sir I build Apartments we call them apartments or those trucks you would be proud to live in one of those I said I don't know about that you know they build the cabs with a place to stay I said I could handle it I mean I could but he said every year they get better if they force this electric mandate on us we'll go back 70 years not 50 years he said we'll have to stop six times from New York to Los Angeles I said how many times you have to stop now none we go directly New York to Los Angeles all the way no stops I said didn't you explain that to them
krbTeO0Lo00_62.0,yes we do all the time doesn't make any difference to them the other thing I didn't know this he told me that the truck will be more than two times heavier he said so if you do this you're going to have to rebuild every bridge in the country can you believe it no how stupid how stupid is it the other thing is it takes much more room so a lot of your payload is going to be gone it takes much much more room the whole thing will you know possibly never work and it's okay okay some things you got to know but I said so what's their attitude we don't care we want you to go to Electric they don't care they don't care they don't care you can explain it to them they're evil people they're fascists they don't care before I even arrive at the Oval Office shortly after we win the presidency we win we are going to win not me we I will have if you go and vote Christians please I'll report you to Ralph Reed How about if Ralph didn't vote I wonder I want to check Ralph's voting
krbTeO0Lo00_63.0,record he votes if Ralph if Ralph I would be shocked but you I'm saying that because you have to remember you do have to do it because you don't do it but we will win the presidency and I'll have the horrible war between Russia and Ukraine which would have never happened if I were president I will restore that now I'll have that settled but but you know what's happened it's just so it would have never happened you wouldn't have any lives taken you wouldn't have had those ancient cities those gorgeous golden Towers knocked down oblit you could never build that stuff again that history but far more people are dead than they said and you would have never had the attack on Israel on October 7th you would have never had it you would have never had the attack on Israel and you wouldn't have had inflation I had the oil was caused by energy now it's was by everything the energy started it and started it with a with a level of of
krbTeO0Lo00_64.0,nobody's ever seen anything thing like it the the inflation I believe it's the worst inflation this country's ever had and inflation is known as a country Buster so you wouldn't have had just those three things think of if you didn't have Ukraine if you didn't have inflation and if you didn't have the attack on is just those three what a different world is would be just those three and then we could name about 30 more you wouldn't have had that Afghanistan disaster as an example not getting out I was going to get out I was going to keep bam though because it's one hour away from where China makes its nuclear weapons they given up one of the biggest air bases in the world you know who occupies it now take a guess China China occupies bam thank you very much did they send us a letter president she where's your letter of thanks it's unbelievable I would have kept it not for Afghanistan but it's one hour away from where they make their nuclear weapons and my next term we will build a great Iron Dome over our country a dome like has never been seen before a state-of-the-art
krbTeO0Lo00_65.0,missile defense Shield that will be entirely built in America and create jobs jobs jobs we're going to build it in America Israel has it Israel has it why don't we have it I mean we're more of a Target in many ways than Israel why don't we have it and by the way 300 missiles shot only one got through and that was wounded it didn't hit its Target but uh so 300 missiles shot and essentially none got through it was uh think why don't we have it we're going to have it and we're going to build it in America it's all going to be made we're not going to be shipping it out to other countries to do like we do so stupidly you know they make fighter jets where they have different countries make different parts and I said what happens in case of a war you're going to be sending parts all over the place you got to make the jet in one location these people are crazy you know they do it they they they conceded to all these countries well we want to make the engine we want to make the the wing
krbTeO0Lo00_66.0,see you got Wings being set we want to make their tail you got these ports that they put it together you got to make your planes this is military stuff you got to make your planes Common Sense we are the party of common sense that's what we are we're going to rebuild our cities into beacons of Hope safety and Beauty better than they have ever been before right now they're Killing Fields our cities we're going to give back our law enforcement we're going to give her back the the respect that they deserve they are being treated so badly if they do something that's harsh to stop a crime they end up losing their pension they end up losing their job they end up losing their family and their home and I'm giving immunity to police all over the country for that I mean we have some police forces where they make you go out and get a lawyer to defend yourself can you they won't defend you you have to hire your own lawyer now I know more about lawyers
krbTeO0Lo00_67.0,than any man perhaps and I don't like lawyers and I don't like the fees but can you imagine a policeman having to hire a lawyer to defend himself we are going to give immunity to police when they do their job we will take over the horribly run capital of our nation in Washington DC it is so badly run and we will clean it renovate it and re build our capital city so that it is no longer a nightmare of murder and crime we are going to have look they go down from places I mean think of it what's happening here they come from Iowa they come from Idaho that those are the two that Biden always gets confused it's wonderful to be in Iowa but he notices the fields are all potato Fields I didn't know they made so many potatoes in Iowa the worst is what he said it's great to be in Florida and he's in Maine you know
krbTeO0Lo00_68.0,you look you look it outside it's freezing it's great to be in Florida I love the people of Florida so much so that we're leading in Florida by about 17 points but we're not going to have this capital of ours that we love and cherish be a victim in itself of all of the murder and crime that's taking place I lost a man who was great person everyone loved him it was a car jack and he was waiting for his wife and somebody came out didn't even give him a warning just said uh just took a gun shot him through the head five months ago shot him through the head the wife is walking out he was picking up the wife from work shot him through the head dumped him out of the into the street took the car they called C him and you know he'll be protected by all sorts of things those people get
krbTeO0Lo00_69.0,"protected we don't get protected but they get protected on day one I will sign a new executive order to cut Federal funding for any school pushing critical race Theory transgender insanity and other inappropriate racial sexual or political content onto the lives of our children and I will not give one penny to any school that has a vaccine mandate or a mask mandate I will support a strong policy which I have of universal school choice allowing parents to choose the public private Charter or religious school that best suits their children I will support America's homeschool families including allowing 529 education savings accounts to be used for homeschooling expenses up to $10,000 a year per child completely taxfree this room likes that more than"
krbTeO0Lo00_70.0,some rooms some rooms don't and that's okay but this room does that's good glad I said it actually and I will shut down the Federal Department of Education and we will move everything back to the states where it belongs and where they can individualize education and do it with the love for their children thank you think of it we spend more money per pupil than any country in the world vote oh vote go ahead vote vote vote thank you we spend more money per pupil
krbTeO0Lo00_71.0,think of it you know the expression and I said it to a large African-American group of people four years ago what the hell do you have to lose you're the worst in income you're the worst in crime your cities and your areas are being decimated you can't you can't get a home you can't get mortgage you can't they last on I said and the Democrats have for hundred years run these cities 100 years I said to them what the hell do you have to lose and you know what they agreed with me and I did very well and now we're at the highest level than any Republican has been with African-Americans and with Hispanic Americans now I'm going over this list every single thing was bad I said what do you have to
krbTeO0Lo00_72.0,lose but I say the same thing about the education so we're last per pupil we're last we're at the bottom of the list in terms of the capabilities 40 different countries we're at the bottom of almost every list but we're the top of the list in cost spent per pupil we spend more money per pupil than any other country in the world by far and yet we're last on the list in terms of so what the hell do we have to lose but I also know like places like go back to two I just mentioned but look at Iowa look at Idaho look at some of the you'll have some of the best school systems in the world and you know what we'll do we'll give them about half the money that we send them now and for half the money they'll have a lot of money left over we'll cut we'll cut our budget in half and and not everybody's going going to be great I mean Gavin nusum will not do a good job with education so I you know I don't expect
krbTeO0Lo00_73.0,that out out of him but I and I don't expect it out of certain other PE I don't want to mention too many people but I don't I mean he won't he'll do a horrible job probably be it won't be any worse than it is now can't get any worse but many of the states I would say 40 of the I went over them 40 of the 50 states will do much better and I'll bet you 30 of the states will be phenomenal it'll be like beautiful it'll be like Norway you know Norway has a great education system in New York they said yes we're studying the Norwegian plan oh really you're studying the Norwegian plan well you better bring a lot of cops along because you have a lot of problems right we're studying the plan of Norway and Denmark and actually China is very high on the list I mean China is number three or four on the list think of it can you imagine that China is number three or four on the list no no we're going to give it back to the States and most of those states are going to do a phenomenal job and we'll spend less than half the money on education we'll have
krbTeO0Lo00_74.0,about two people in Washington the two people will make sure that we have to guarantee that they're teaching a little English right that English is out there but basically there won't be a lot of coordination because other than again Common Sense we're going to take we're going to save a fortune and many of our states will produce unbelievable students that will be able to rival Norway and Denmark and all of these places that are some won't and that's okay it's a lot better than it will be now I will also take historic action to defeat the poison of leftwing gender ideology and restore the Timeless truth that God created two genders male and female and I will immediately on my first day sign an executive order to keep men
krbTeO0Lo00_75.0,out of women sports that will take that'll take about 10 minutes and I will fully uphold the Second Amendment because your guns are under siege and I protected them for four years you were protected we will protect innocent life and we will restore Free Speech right from the beginning and I will secure our elections I will secure our elections and as I said our goal will be one day voting with paper ballots proof of citizenship and a thing called voter ID you know when you when you negotiate with the Democrats you start off you start off you say look the one thing we have to have voter ID no deal now I say wait a minute wait let's get this we want voter idea in other words a little identification right nope we don't want to have that why don't they want because they want to cheat that's why they will you know when you go into the Democrat I
krbTeO0Lo00_76.0,always say Democrat you know they'd rather have it the Democratic National it's much nicer sound why don't they change the name it's probably better they hate it when you say the Democrat National Convention right it's much more beautiful actually even when I make a speech if I want to make a nice elegant speech let's say I came in here with a different attitude today and I wanted to make I wanted to really I said the Democratic National Convent now I say the Dem Democrat National Convention it doesn't sound it sounds flat right but I call them that because they don't want to be called that they don't want to be called that but when you go into their convention you've got cards that are like do you ever see some prisoners where they go like this well how about my C did you see that picture of me did you see that do you believe that one my parents said what the hell happened to my boy that was not in the cards they didn't teach me that at the Wharton School of Finance no they're bad these are bad people but they have all sorts of
krbTeO0Lo00_77.0,information they have everything they have everything down so it's okay for them when they have their convention to have a big card on your chest hanging down off your chest but it's no good for voting they don't want it for voting because they want to cheat we're not going to let them get away with it anymore and there is one thing I will say too big to rig you make it too big to rig we don't have to worry about it there's a level at which they can't if you took the 10 worst Presidents in the history of the United States and added them up they would not have done near the destruction to our country as crooked Joe Biden and the Biden Administration have done he's crooked he's a total Thief so if you want to save America get your friends get your family and get everyone out to vote you got to go vote I'll say it again and again vote Christians you gotta vote and do it early if you
krbTeO0Lo00_78.0,want you know do it early do it just do it you got to vote and watch your vote guard your vote and follow your vote follow your vote Michael watley's doing a great job he's here Michael thank you very much Michael thank you and if you want to volunteer to help us defend election Integrity sign up at protectthe vo.com I tell my people I don't need any votes we got all the votes we need I don't need votes all I want to do is make sure that we guard our vote it's guard uh we stop the steal okay you know there's a lot of Expressions I want the vote guarded I want the steel stopped because we don't need the votes we have the votes we have more votes than we need what we need I tell these guys I tell even RNC I tell Michael I tell Lara I don't care we have all the votes what I don't want is those votes to disappear they disappear and new votes appear brilliantly appear that's what we have to do if we do that we have it made if we don't do that we're fools okay we're fools in conclusion America has always
krbTeO0Lo00_79.0,been a nation one built and sustained by Americans of Faith so true it was faith that led the pilgrims to cross an ocean and settle this Majestic continent it was belief in our creator that led the patriots to defend their Liberties in the war for independence it was belief in America's god-given Des destiny that pushed the Pioneers to Journey West it was trust in God that led the generations of American Believers to end slavery defeat fascism and communism and expand civil rights and make this into the greatest and most exceptional nation in the history of the world but now we are a nation in serious decline we are a failing Nation we are a nation that has lost its confidence willpower and strength we are a nation that has lost quite simply its way but
krbTeO0Lo00_80.0,we are not going to allow this horror to continue less than four years ago we were a great nation and we will soon be a great nation again with the right leadership every disaster crooked Joe Biden has created can be fixed and it could be fixed very quickly every problem can be solved and every wrong can be rectified by this time next year America's borders will be strong sealed and secure we will let people come into our country but they will be let in legally they will come in through a legal process inflation will be in full Retreat our economy will be roaring back optimism will be surging the American dream will be thriving again for citizens of every race religion color and Creed Law And Justice will reign all throughout our land Freedom will be
krbTeO0Lo00_81.0,restored the flame of Liberty will be burning bright again Joe Biden the worst president in the history of our country will be a fading memory of the past and our great silent majority including the once forgotten men and women of our country will be the one shaping America's magnificent future when I am the 47th president of the United States because we are all Americans and together we will show November 5th to be the most important day in the history of America We Are One movement one people one family and one glorious nation under God and together we will make America powerful again we will make America wealthy again we will make America
krbTeO0Lo00_82.0,strong again we will make America proud again we will make America safe again we will make America free again and we will make America great again thank you thank you very much faith and freedom Ralph thank you God bless bless you all God bless you
